title,author,year_of_publication,place_of_publication,printer_editor_publisher,region_bin,time_bin,religion
siberpoemata2_7.xml,"Siber, Adam",1565,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoemata2_8.xml,"Siber, Adam",1565,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoemata2_9.xml,"Siber, Adam",1565,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoemata2_back.xml,"Siber, Adam",1565,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoemata2_front.xml,"Siber, Adam",1565,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoematum_1.xml,"Siber, Adam",1562,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoematum_2.xml,"Siber, Adam",1562,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoematum_3.xml,"Siber, Adam",1562,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoematum_4.xml,"Siber, Adam",1562,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoematum_5.xml,"Siber, Adam",1562,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
siberpoematum_front.xml,"Siber, Adam",1562,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
sibersionion_1.xml,"Siber, Adam",1573,Leipzig,S. L.,North,1550-1574,Protestant (Lutheran)
sibersionion_2.xml,"Siber, Adam",1573,Leipzig,S. L.,North,1550-1574,Protestant (Lutheran)
sibersionion_3.xml,"Siber, Adam",1573,Leipzig,S. L.,North,1550-1574,Protestant (Lutheran)
sibersionion_4.xml,"Siber, Adam",1573,Leipzig,S. L.,North,1550-1574,Protestant (Lutheran)
sibersionion_5.xml,"Siber, Adam",1573,Leipzig,S. L.,North,1550-1574,Protestant (Lutheran)
sibersionion_6.xml,"Siber, Adam",1573,Leipzig,S. L.,North,1550-1574,Protestant (Lutheran)
sibersionion_7.xml,"Siber, Adam",1573,Leipzig,S. L.,North,1550-1574,Protestant (Lutheran)
sibersionion_8.xml,"Siber, Adam",1573,Leipzig,S. L.,North,1550-1574,Protestant (Lutheran)
sommersilesia.xml,"Sommersberg, Friedrich Wilhelm von",1720,Breslau,Michael Hubert,North,1700-1724,Protestant (Lutheran)
spartanusmiles_1.xml,"Spartanus, Hieronymus",1550,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
spartanusmiles_back.xml,"Spartanus, Hieronymus",1550,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
spartanusmiles_front.xml,"Spartanus, Hieronymus",1550,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
stigelpoemata_1.xml,"Stigel, Johann",1566,Jena,"Donatus Ritzenhayn, Thomas Rebart",North,1550-1574,Protestant (Lutheran)
stigelpoemata_2.xml,"Stigel, Johann",1566,Jena,"Donatus Ritzenhayn, Thomas Rebart",North,1550-1574,Protestant (Lutheran)
stummelstudentes_1.xml,"Stummel, Christoph",1550,Frankfurt,Eichorn,Central/West,1550-1574,Catholic
stummelstudentes_2.xml,"Stummel, Christoph",1550,Frankfurt,Eichorn,Central/West,1550-1574,Catholic
stummelstudentes_front.xml,"Stummel, Christoph",1550,Frankfurt,Eichorn,Central/West,1550-1574,Catholic
taubmannmelodaesia_1.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_10.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_11.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_12.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_2.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_3.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_4.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_5.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_6.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_7.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_8.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_9.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannmelodaesia_front.xml,"Taubmann, Friedrich",1597,Leipzig,Schurerius,North,1575-1599,Protestant (Lutheran)
taubmannpostuma.xml,"Taubmann, Friedrich",1623,Wittemberg,Zacharias Schürer; Johann Haken,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_1.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_10.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_11.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_12.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_2.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_3.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_4.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_5.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_6.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_7.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_8.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_9.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taubmannschediasmata_front.xml,"Taubmann, Friedrich",1619,Wittemberg,Schuerer,North,1600-1624,Protestant (Lutheran)
taurellusemblemata.xml,"Taurellus, Nicolaus",1602,Nürnberg,Christoph Lochner,South,1600-1624,Protestant (Lutheran)
taurellusfunebria.xml,"Taurellus, Nicolaus",1602,Nürnberg,Lochner,South,1600-1624,Protestant (Lutheran)
virdungiuvenilia_1.xml,"Virdung, Michael",1598,Nürnberg,Paul Kaufmann,South,1575-1599,Protestant (Lutheran)
virdungiuvenilia_2.xml,"Virdung, Michael",1598,Nürnberg,Paul Kaufmann,South,1575-1599,Protestant (Lutheran)
virdungiuvenilia_3.xml,"Virdung, Michael",1598,Nürnberg,Paul Kaufmann,South,1575-1599,Protestant (Lutheran)
virdungiuvenilia_front.xml,"Virdung, Michael",1598,Nürnberg,Paul Kaufmann,South,1575-1599,Protestant (Lutheran)
weitenauertragoediae_1.xml,"Weitenauer, Ignaz",1758,Augsburg,S. L.,South,1750-1774,mixed
weitenauertragoediae_2.xml,"Weitenauer, Ignaz",1758,Augsburg,S. L.,South,1750-1774,mixed
weitenauertragoediae_3.xml,"Weitenauer, Ignaz",1758,Augsburg,S. L.,South,1750-1774,mixed
weitenauertragoediae_4.xml,"Weitenauer, Ignaz",1758,Augsburg,S. L.,South,1750-1774,mixed
weitenauertragoediae_5.xml,"Weitenauer, Ignaz",1758,Augsburg,S. L.,South,1750-1774,mixed
weitenauertragoediae_6.xml,"Weitenauer, Ignaz",1758,Augsburg,S. L.,South,1750-1774,mixed
westonparthenica_1.xml,"Weston, Elizabeth Jane",1608,Prague,S. L.,Bohemia,1600-1624,mixed
westonparthenica_2.xml,"Weston, Elizabeth Jane",1608,Prague,S. L.,Bohemia,1600-1624,mixed
westonparthenica_3.xml,"Weston, Elizabeth Jane",1608,Prague,S. L.,Bohemia,1600-1624,mixed
wichgreviuscornelius.xml,"Wichgreve, Albert",1601,Rostock,Reusner,North,1600-1624,Protestant (Lutheran)
widebrampsalterium.xml,"Widebram, Friedrich",1579,Strasbourg,Seelfisch,France/Alsace,1575-1599,Protestant (Lutheran)
widllyrica_1.xml,"Widl, Adam",1674,Ingolstadt,Johann Philipp Zinck,South,1650-1674,Catholic
widllyrica_2.xml,"Widl, Adam",1674,Ingolstadt,Johann Philipp Zinck,South,1650-1674,Catholic
widllyrica_3.xml,"Widl, Adam",1674,Ingolstadt,Johann Philipp Zinck,South,1650-1674,Catholic
widllyrica_4.xml,"Widl, Adam",1674,Ingolstadt,Johann Philipp Zinck,South,1650-1674,Catholic
zieglervinea_1.xml,"Ziegler, Hieronymus",1551,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
zieglervinea_2.xml,"Ziegler, Hieronymus",1551,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
zieglervinea_front.xml,"Ziegler, Hieronymus",1551,Basel,Oporinus,Swiss,1550-1574,Protestant (Calvinist)
zuberepigrammata.xml,"Zuber, Matthaeus",1599,Wittemberg,Crato,North,1575-1599,Protestant (Lutheran)
zuberneanieumata.xml,"Zuber, Matthaeus",1599,Wittemberg,Crato,North,1575-1599,Protestant (Lutheran)
